ma_code,ma_name,ma_level,ma_parent,ma_postal_code
3317072017,Sendangagung,4,331707,59261
3317072018,Gegersimo,4,331707,59261
3317072019,Sumberejo,4,331707,59261
3317072020,Japerejo,4,331707,59261
3317072021,Tulung,4,331707,59261
3317072022,Ringin,4,331707,59261
3317072023,Sumbangrejo,4,331707,59261
331708,Sulang,3,3317,
3317082001,Tanjung,4,331708,59254
3317082002,Kemadu,4,331708,59254
3317082003,Sulang,4,331708,59254
3317082004,Pomahan,4,331708,59254
3317082005,Rukem,4,331708,59254
3317082006,Korowelang,4,331708,59254
3317082007,Karangharjo,4,331708,59254
3317082008,Jatimudo,4,331708,59254
3317082009,Kunir,4,331708,59254
3317082010,Glebeg,4,331708,59254
3317082011,Bogorame,4,331708,59254
3317082012,Kaliombo,4,331708,59254
3317082013,Sudo,4,331708,59254
3317082014,Karangsari,4,331708,59254
3317082015,Pragu,4,331708,59254
3317082016,Kebonagung,4,331708,59254
3317082017,Seren,4,331708,59254
3317082018,Pranti,4,331708,59254
3317082019,Pedak,4,331708,59254
3317082020,Landoh,4,331708,59254
3317082021,Kerep,4,331708,59254
331709,Kaliori,3,3317,
3317092001,Meteseh,4,331709,59252
3317092002,Maguan,4,331709,59252
3317092003,Sidomulyo,4,331709,59252
3317092004,Wiroto,4,331709,59252
3317092005,Banggi,4,331709,59252
3317092006,Kuangsan,4,331709,59252
3317092007,Gunungsari,4,331709,59252
3317092008,Sendangagung,4,331709,59252
3317092009,Karangsekar,4,331709,59252
3317092010,Babadan,4,331709,59252
3317092011,Pengkol,4,331709,59252
3317092012,Sambiyan,4,331709,59252
3317092013,Mojorembun,4,331709,59252
3317092014,Tunggulsari,4,331709,59252
3317092015,Tambakagung,4,331709,59252
3317092016,Mojowarno,4,331709,59252
3317092017,Dresikulon,4,331709,59252
3317092018,Dresiwetan,4,331709,59252
3317092019,Tasikharjo,4,331709,59252
3317092020,Purworejo,4,331709,59252
3317092021,Bogoharjo,4,331709,59252
3317092022,Banyudono,4,331709,59252
3317092023,Pantiharjo,4,331709,59252
331710,Rembang,3,3317,
3317101019,Magersari,4,331710,59214
3317101020,Gegunung Kulon,4,331710,59213
3317101022,Pacar,4,331710,59213
3317101023,Tanjungsari,4,331710,59213
3317101027,Leteh,4,331710,59217
3317101028,Sidowayah,4,331710,59218
3317101029,Kutoharjo,4,331710,59211
3317102001,Kedungrejo,4,331710,59219
3317102002,Turusgede,4,331710,59219
3317102003,Kumendung,4,331710,59219
3317102004,Sridadi,4,331710,59219
3317102005,Pandean,4,331710,59211
3317102006,Tlogomojo,4,331710,59219
3317102007,Kasreman,4,331710,59219
3317102008,Punjulharjo,4,331710,59219
3317102009,Tritunggal,4,331710,59219
3317102010,Pasar Banggi,4,331710,59219
3317102011,Gedangan,4,331710,59219
3317102012,Weton,4,331710,59219
3317102013,Ngotet,4,331710,59219
3317102014,Mondoteko,4,331710,59219
3317102015,Ngadem,4,331710,59219
3317102016,Ketanggi,4,331710,59219
3317102017,Pulo,4,331710,59219
3317102018,Waru,4,331710,59219
3317102021,Gegunung Wetan,4,331710,59213
3317102024,Sumberjo,4,331710,59219
3317102025,Tasikagung,4,331710,59212
3317102026,Sawahan,4,331710,59215
3317102030,Padaran,4,331710,59219
3317102031,Sukoharjo,4,331710,59219
3317102032,Kabonganlor,4,331710,59219
3317102033,Kabongankidul,4,331710,59218
3317102034,Tireman,4,331710,59219
331711,Pancur,3,3317,
3317112001,Jepeledok,4,331711,59262
3317112002,Jeruk,4,331711,59262
3317112003,Doropayung,4,331711,59262
3317112004,Keraskepoh,4,331711,59262
3317112005,Tuyuhan,4,331711,59262
3317112006,Pandan,4,331711,59262
3317112007,Gemblengmulyo,4,331711,59262
3317112008,Sumberagung,4,331711,59262
3317112009,Kalitengah,4,331711,59262
3317112010,Sidowayah,4,331711,59262
3317112011,Kedung,4,331711,59262
3317112012,Punggurharjo,4,331711,59262
3317112013,Langkir,4,331711,59262
3317112014,Pancur,4,331711,59262
3317112015,Pohlandak,4,331711,59262
3317112016,Warugunung,4,331711,59262
3317112017,Criwik,4,331711,59262
3317112018,Wuwur,4,331711,59262
3317112019,Ngulangan,4,331711,59262
3317112020,Banyuurip,4,331711,59262
3317112021,Johogunung,4,331711,59262
3317112022,Trenggulunan,4,331711,59262
3317112023,Ngroto,4,331711,59262
331712,Kragan,3,3317,
3317122001,Tanjungsari,4,331712,59273
3317122002,Sendangmulyo,4,331712,59273
3317122003,Sendangwaru,4,331712,59273
3317122004,Ngasinan,4,331712,59273
3317122005,Kendalagung,4,331712,59273
3317122006,Mojokerto,4,331712,59273
3317122007,Tanjungan,4,331712,59273
3317122008,Kebloran,4,331712,59273
3317122009,Karanganyar,4,331712,59273
3317122010,Karanglincak,4,331712,59273
3317122011,Karangharjo,4,331712,59273
3317122012,Kragan,4,331712,59273
3317122013,Tegalmulyo,4,331712,59273
3317122014,Balongmulyo,4,331712,59273
3317122015,Narukan,4,331712,59273
3317122016,Sudan,4,331712,59273
3317122017,Terjan,4,331712,59273
3317122018,Sendang,4,331712,59273
3317122019,Watupecah,4,331712,59273
3317122020,Woro,4,331712,59273
3317122021,Sumurpule,4,331712,59273
3317122022,Plawangan,4,331712,59273
3317122023,Sumbergayam,4,331712,59273
3317122024,Pandangan Wetan,4,331712,59273
3317122025,Pandangan Kulon,4,331712,59273
3317122026,Sumurtawang,4,331712,59273
3317122027,Sumbersari,4,331712,59273
331713,Sluke,3,3317,
3317132001,Sanetan,4,331713,59272
3317132002,Rakitan,4,331713,59272
3317132003,Bendo,4,331713,59272
3317132004,Labuhan Kidul,4,331713,59272
3317132005,Sendangmulyo,4,331713,59272
3317132006,Blimbing,4,331713,59272
3317132007,Manggar,4,331713,59272
3317132008,Jatisari,4,331713,59272
3317132009,Langgar,4,331713,59272
3317132010,Sluke,4,331713,59272
3317132011,Jurangjero,4,331713,59272
3317132012,Leran,4,331713,59272
3317132013,Trahan,4,331713,59272
3317132014,Pangkalan,4,331713,59272
331714,Lasem,3,3317,
3317142001,Karasgede,4,331714,59271
3317142002,Jolotundo,4,331714,59271
3317142003,Sumbergirang,4,331714,59271
3317142004,Karangturi,4,331714,59271
3317142005,Babagan,4,331714,59271
3317142006,Dorokandang,4,331714,59271
3317142007,Gedongmulyo,4,331714,59271
3317142008,Dasun,4,331714,59271
3317142009,Soditan,4,331714,59271
3317142010,Ngemplak,4,331714,59271
3317142011,Selopuro,4,331714,59271
3317142012,Sendangcoyo,4,331714,59271
3317142013,Ngargomulyo,4,331714,59271
3317142014,Kajar,4,331714,59271
3317142015,Gowak,4,331714,59271
3317142016,Sendangasri,4,331714,59271
3317142017,Tasiksono,4,331714,59271
3317142018,Sriombo,4,331714,59271
3317142019,Bonang,4,331714,59271
3317142020,Binangun,4,331714,59271
3318,Kab. Pati,2,33,
331801,Sukolilo,3,3318,
3318012001,Prawoto,4,331801,59172
3318012002,Pakem,4,331801,59172
3318012003,Wegil,4,331801,59172
3318012004,Kuwawur,4,331801,59172
3318012005,Baleadi,4,331801,59172
3318012006,Wotan,4,331801,59172
3318012007,Kedungwinong,4,331801,59172
3318012008,Porangparing,4,331801,59172
3318012009,Sukolilo,4,331801,59172
3318012010,Baturejo,4,331801,59172
3318012011,Gadudero,4,331801,59172
3318012012,Sumbersoko,4,331801,59172
3318012013,Tompegunung,4,331801,59172
3318012014,Kedumulyo,4,331801,59172
3318012015,Kasiyan,4,331801,59172
3318012016,Cengkalsewu,4,331801,59172
331802,Kayen,3,3318,
3318022001,Jimbaran,4,331802,59171
3318022002,Durensawit,4,331802,59171
3318022003,Slungkep,4,331802,59171
3318022004,Beketel,4,331802,59171
3318022005,Purwokerto,4,331802,59171
3318022006,Sumbersari,4,331802,59171
3318022007,Brati,4,331802,59171
3318022008,Jatiroto,4,331802,59171
3318022009,Kayen,4,331802,59171
3318022010,Rogomulyo,4,331802,59171
3318022011,Srikaton,4,331802,59171
3318022012,Pasuruhan,4,331802,59171
3318022013,Pesagi,4,331802,59171
3318022014,Trimulyo,4,331802,59171
3318022015,Talun,4,331802,59171
3318022016,Boloagung,4,331802,59171
3318022017,Sundoluhur,4,331802,59171
331803,Tambakromo,3,3318,
3318032001,Pakis,4,331803,59174
3318032002,Maitan,4,331803,59174
3318032003,Wukirsari,4,331803,59174
3318032004,Sinomwidodo,4,331803,59174
3318032005,Keben,4,331803,59174
3318032006,Larangan,4,331803,59174
3318032007,Tambakromo,4,331803,59174
3318032008,Mojomulyo,4,331803,59174
3318032009,Karangawen,4,331803,59174
3318032010,Mangunrekso,4,331803,59174
3318032011,Tambaharjo,4,331803,59174
3318032012,Tambahagung,4,331803,59174
3318032013,Sitirejo,4,331803,59174
3318032014,Kedalingan,4,331803,59174
3318032015,Karangmulyo,4,331803,59174
3318032016,Karangwono,4,331803,59174
3318032017,Angkatan Lor,4,331803,59174
3318032018,Angkatan Kidul,4,331803,59174
331804,Winong,3,3318,
3318042001,Pohgading,4,331804,59181
3318042002,Gunungpanti,4,331804,59181
3318042003,Godo,4,331804,59181
3318042004,Kropak,4,331804,59181
3318042005,Karangsumber,4,331804,59181
3318042006,Guyangan,4,331804,59181
3318042007,Sugihan,4,331804,59181
3318042008,Kebolampang,4,331804,59181
3318042009,Tlogorejo,4,331804,59181
3318042010,Pagendisan,4,331804,59181
3318042011,Pekalongan,4,331804,59181
3318042012,Danyangmulyo,4,331804,59181
3318042013,Kudur,4,331804,59181
3318042014,Padangan,4,331804,59181
3318042015,Blingijati,4,331804,59181
3318042016,Mintorahayu,4,331804,59181
3318042017,Kebowan,4,331804,59181
3318042018,Winong,4,331804,59181
3318042019,Klecoregonang,4,331804,59181
3318042020,Bumiharjo,4,331804,59181
3318042021,Tawangrejo,4,331804,59181
3318042022,Bringinwareng,4,331804,59181
3318042023,Sumbermulyo,4,331804,59181
3318042024,Degan,4,331804,59181
3318042025,Serutsadang,4,331804,59181
3318042026,Pulorejo,4,331804,59181
3318042027,Karangkonang,4,331804,59181
3318042028,Tanggel,4,331804,59181
3318042029,Wirun,4,331804,59181
3318042030,Sarimulyo,4,331804,59181
331805,Pucakwangi,3,3318,
3318052001,Bodeh,4,331805,59183
3318052002,Karangwotan,4,331805,59183
3318052003,Kepohkencono,4,331805,59183
3318052004,Wateshaji,4,331805,59183
3318052005,Lumbungmas,4,331805,59183
3318052006,Mojoagung,4,331805,59183
3318052007,Sitimulyo,4,331805,59183
3318052008,Kletek,4,331805,59183
3318052009,Terteg,4,331805,59183
3318052010,Mencon,4,331805,59183
3318052011,Puncakwangi,4,331805,59183
3318052012,Pelemgede,4,331805,59183
3318052013,Tanjungsekar,4,331805,59183
3318052014,Triguno,4,331805,59183
3318052015,Jetak,4,331805,59183
3318052016,Grogolsari,4,331805,59183
3318052017,Karangrejo,4,331805,59183
3318052018,Plosorejo,4,331805,59183
3318052019,Sokopuluhan,4,331805,59183
3318052020,Tegalwero,4,331805,59183
331806,Jaken,3,3318,
3318062001,Boto,4,331806,59184
3318062002,Trikoyo,4,331806,59184
3318062003,Sumberan,4,331806,59184
3318062004,Mojolampir,4,331806,59184
3318062005,Mantingan,4,331806,59184
3318062006,Ronggo,4,331806,59184
3318062007,Sumberagung,4,331806,59184
3318062008,Sidoluhur,4,331806,59184
3318062009,Srikaton,4,331806,59184
3318062010,Arumanis,4,331806,59184
3318062011,Tegalarum,4,331806,59184
3318062012,Sidomukti,4,331806,59184
3318062013,Mojoluhur,4,331806,59184
3318062014,Kebonturi,4,331806,59184
3318062015,Lundo,4,331806,59184
3318062016,Sukorukun,4,331806,59184
3318062017,Sumberejo,4,331806,59184
3318062018,Manjang,4,331806,59184
3318062019,Tamansari,4,331806,59184
3318062020,Sumberarum,4,331806,59184
3318062021,Sriwedari,4,331806,59184
331807,Batangan,3,3318,
3318072001,Tlogomojo,4,331807,59186
3318072002,Ngening,4,331807,59186
3318072003,Raci,4,331807,59186
3318072004,Ketitangwetan,4,331807,59186
3318072005,Bumimulyo,4,331807,59186
3318072006,Jembangan,4,331807,59186
3318072007,Klayusiwalan,4,331807,59186
3318072008,Bulumulyo,4,331807,59186
3318072009,Sukoagung,4,331807,59186
3318072010,Tompomulyo,4,331807,59186
3318072011,Kuniran,4,331807,59186
3318072012,Gunungsari,4,331807,59186
3318072013,Kedalon,4,331807,59186
3318072014,Gajahkumpul,4,331807,59186
3318072015,Batursari,4,331807,59186
3318072016,Lengkong,4,331807,59186
3318072017,Mangunlegi,4,331807,59186
3318072018,Pecangaan,4,331807,59186
331808,Juwana,3,3318,
3318082001,Sejomulyo,4,331808,59185
3318082002,Bringin,4,331808,59185
3318082003,Ketip,4,331808,59185
3318082004,Pekuwon,4,331808,59185
3318082005,Karang,4,331808,59185
3318082006,Karangrejo,4,331808,59185
3318082007,Bumirejo,4,331808,59185
3318082008,Kedungpancing,4,331808,59185
3318082009,Jepuro,4,331808,59185
3318082010,Tluwah,4,331808,59185
3318082011,Doropayung,4,331808,59185
3318082012,Mintomulyo,4,331808,59185
3318082013,Gadingrejo,4,331808,59185
3318082014,Margomulyo,4,331808,59185
3318082015,Langgenharjo,4,331808,59185
3318082016,Genengmulyo,4,331808,59185
3318082017,Agungmulyo,4,331808,59185
3318082018,Bakaran Kulon,4,331808,59185
3318082019,Bakaran Wetan,4,331808,59185
3318082020,Dukutalit,4,331808,59185
3318082021,Growong Kidul,4,331808,59185
3318082022,Growong Lor,4,331808,59185
3318082023,Kauman,4,331808,59185
3318082024,Pajeksan,4,331808,59185
3318082025,Kudukeras,4,331808,59185
3318082026,Kebonsawahan,4,331808,59185
3318082027,Bajomulyo,4,331808,59185
3318082028,Bendar,4,331808,59185
3318082029,Trimulyo,4,331808,59185
331809,Jakenan,3,3318,
3318092001,Kedungmulyo,4,331809,59182
3318092002,Ngastorejo,4,331809,59182
3318092003,Karangrowo,4,331809,59182
3318092004,Sonorejo,4,331809,59182
3318092005,Sendangsoko,4,331809,59182
3318092006,Tlogorejo,4,331809,59182
3318092007,Sidoarum,4,331809,59182
3318092008,Tondomulyo,4,331809,59182
3318092009,Bungasrejo,4,331809,59182
3318092010,Glonggong,4,331809,59182
3318092011,Kalimulyo,4,331809,59182
3318092012,Tambahmulyo,4,331809,59182
3318092013,Tondokerto,4,331809,59182
3318092014,Sembaturagung,4,331809,59182
3318092015,Dukuhmulyo,4,331809,59182
3318092016,Puluhan Tengah,4,331809,59182
3318092017,Mantingan Tengah,4,331809,59182
3318092018,Jatisari,4,331809,59182
3318092019,Karangrejo Lor,4,331809,59182
3318092020,Sidomulyo,4,331809,59182
3318092021,Tanjungsari,4,331809,59182
3318092022,Jakenan,4,331809,59182
3318092023,Plosojenar,4,331809,59182
331810,Pati,3,3318,
3318101005,Pati Wetan,4,331810,59115
3318101007,Pati Kidul,4,331810,59114
3318101012,Pati Lor,4,331810,59111
3318101013,Parenggan,4,331810,59119
3318101015,Kalidoro,4,331810,59117
3318102001,Panjunan,4,331810,59116
3318102002,Gajahmati,4,331810,59116
3318102003,Mustokoharjo,4,331810,59117
3318102004,Semampir,4,331810,59116
3318102006,Blaru,4,331810,59114
3318102008,Plangitan,4,331810,59113
3318102009,Puri,4,331810,59113
3318102010,Winong,4,331810,59112
3318102011,Ngarus,4,331810,59112
3318102014,Sidoharjo,4,331810,59117
3318102016,Sarirejo,4,331810,59118
3318102017,Geritan,4,331810,59119
3318102018,Dengkek,4,331810,59119
3318102019,Sugiharjo,4,331810,59119
3318102020,Widorokandang,4,331810,59119
3318102021,Payang,4,331810,59119
3318102022,Kutoharjo,4,331810,59118
3318102023,Sidokerto,4,331810,59111
3318102024,Mulyoharjo,4,331810,59119
3318102025,Tambaharjo,4,331810,59119
3318102026,Tambahsari,4,331810,59119
3318102027,Ngepungrojo,4,331810,59119
3318102028,Purworejo,4,331810,59119
3318102029,Sinoman,4,331810,59119
331811,Gabus,3,3318,
3318112001,Wuwur,4,331811,59173
3318112002,Karaban,4,331811,59173
3318112003,Tlogoayu,4,331811,59173
3318112004,Bogotanjung,4,331811,59173
3318112005,Kuryokalangan,4,331811,59173
3318112006,Gabus,4,331811,59173
3318112007,Tanjunganom,4,331811,59173
3318112008,Sunggingwarno,4,331811,59173
3318112009,Penanggungan,4,331811,59173
3318112010,Tambahmulyo,4,331811,59173
3318112011,Sugihrejo,4,331811,59173
3318112012,Mojolawaran,4,331811,59173
3318112013,Sambirejo,4,331811,59173
3318112014,Pantirejo,4,331811,59173
3318112015,Tanjang,4,331811,59173
3318112016,Gebang,4,331811,59173
3318112017,Plumbungan,4,331811,59173
3318112018,Babalan,4,331811,59173
3318112019,Koripandriyo,4,331811,59173
3318112020,Soko,4,331811,59173
3318112021,Gempolsari,4,331811,59173
3318112022,Banjarsari,4,331811,59173
3318112023,Mintobasuki,4,331811,59173
3318112024,Kosekan,4,331811,59173
331812,Margorejo,3,3318,
3318122001,Jambean Kidul,4,331812,59163
3318122002,Wangunrejo,4,331812,59163
3318122003,Bumirejo,4,331812,59163
3318122004,Sokokulon,4,331812,59163
3318122005,Jimbaran,4,331812,59163
3318122006,Ngawen,4,331812,59163
3318122007,Margorejo,4,331812,59163
3318122008,Penambuhan,4,331812,59163
3318122009,Langenharjo,4,331812,59163
3318122010,Dadirejo,4,331812,59163
3318122011,Sukoharjo,4,331812,59163
3318122012,Badegan,4,331812,59163
3318122013,Pegandan,4,331812,59163
3318122014,Sokobubuk,4,331812,59163
3318122015,Banyuurip,4,331812,59163
3318122016,Mataraman,4,331812,59163
3318122017,Langse,4,331812,59163
3318122018,Muktiharjo,4,331812,59163
331813,Gembong,3,3318,
3318132001,Bermi,4,331813,59162
3318132002,Kedungbulus,4,331813,59162
3318132003,Semirejo,4,331813,59162
3318132004,Wonosekar,4,331813,59162
3318132005,Gembong,4,331813,59162
3318132006,Plukaran,4,331813,59162
3318132007,Bageng,4,331813,59162
3318132008,Pohgading,4,331813,59162
3318132009,Klakahkasihan,4,331813,59162
3318132010,Ketanggan,4,331813,59162
3318132011,Sitiluhur,4,331813,59162
331814,Tlogowungu,3,3318,
3318142001,Tamansari,4,331814,59161
3318142002,Sambirejo,4,331814,59161
3318142003,Tlogorejo,4,331814,59161
3318142004,Purwosari,4,331814,59161
3318142005,Regaloh,4,331814,59161
3318142006,Wonorejo,4,331814,59161
3318142007,Tlogosari,4,331814,59161
3318142008,Sumbermulyo,4,331814,59161
3318142009,Guwo,4,331814,59161
3318142010,Tanjungsari,4,331814,59161
3318142011,Lahar,4,331814,59161
3318142012,Suwatu,4,331814,59161
3318142013,Cabak,4,331814,59161
3318142014,Klumpit,4,331814,59161
3318142015,Gunungsari,4,331814,59161
331815,Wedarijaksa,3,3318,
3318152001,Bumiayu,4,331815,59152
3318152002,Margorejo,4,331815,59152
3318152003,Tawangharjo,4,331815,59152
3318152004,Ngurensiti,4,331815,59152
3318152005,Sukoharjo,4,331815,59152
3318152006,Panggungroyom,4,331815,59152
3318152007,Jontro,4,331815,59152
3318152008,Suwaduk,4,331815,59152
3318152009,Wedarijaksa,4,331815,59152
3318152010,Pagerharjo,4,331815,59152
3318152011,Ngurenrejo,4,331815,59152
3318152012,Bangsalrejo,4,331815,59152
3318152013,Sidoharjo,4,331815,59152
3318152014,Jetak,4,331815,59152
3318152015,Jatimulyo,4,331815,59152
3318152016,Tlogoharum,4,331815,59152
3318152017,Kepoh,4,331815,59152
3318152018,Tluwuk,4,331815,59152
331816,Margoyoso,3,3318,
3318162001,Tegalarum,4,331816,59154
3318162002,Soneyan,4,331816,59154
3318162003,Tanjungrejo,4,331816,59154
3318162004,Sidomukti,4,331816,59154
3318162005,Pohijo,4,331816,59154
3318162006,Kertomulyo,4,331816,59154
3318162007,Langgenharjo,4,331816,59154
3318162008,Pangkalan,4,331816,59154
3318162009,Bulumanis Kidul,4,331816,59154
3318162010,Bulumanis Lor,4,331816,59154
3318162011,Sekarjalak,4,331816,59154
3318162012,Kajen,4,331816,59154
3318162013,Ngemplak Kidul,4,331816,59154
3318162014,Purworejo,4,331816,59154
3318162015,Purwodadi,4,331816,59154
3318162016,Ngemplak Lor,4,331816,59154
3318162017,Waturoyo,4,331816,59154
3318162018,Cebolek Kidul,4,331816,59154
3318162019,Tunjungrejo,4,331816,59154
3318162020,Margoyoso,4,331816,59154
3318162021,Margotohu Kidul,4,331816,59154
3318162022,Semerak,4,331816,59154
331817,Gunungwungkal,3,3318,
3318172001,Jrahi,4,331817,59156
3318172002,Giling,4,331817,59156
3318172003,Gulangpongge,4,331817,59156
3318172004,Jepalo,4,331817,59156
3318172005,Sidomulyo,4,331817,59156
3318172006,Sampok,4,331817,59156
3318172007,Pesagen,4,331817,59156
3318172008,Gadu,4,331817,59156
3318172009,Gajihan,4,331817,59156
3318172010,Perdopo,4,331817,59156
3318172011,Gunungwungkal,4,331817,59156
3318172012,Bancak,4,331817,59156
3318172013,Jembulwunut,4,331817,59156
3318172014,Ngetuk,4,331817,59156
3318172015,Sumberrejo,4,331817,59156
331818,Cluwak,3,3318,
3318182001,Medani,4,331818,59157
3318182002,Sentul,4,331818,59157
3318182003,Plaosan,4,331818,59157
3318182004,Payak,4,331818,59157
3318182005,Sirahan,4,331818,59157
3318182006,Mojo,4,331818,59157
3318182007,Karangsari,4,331818,59157
3318182008,Bleber,4,331818,59157
3318182009,Ngawen,4,331818,59157
3318182010,Ngablak,4,331818,59157
3318182011,Gesengan,4,331818,59157
3318182012,Gerit,4,331818,59157
3318182013,Sumur,4,331818,59157
331819,Tayu,3,3318,
3318192001,Pondowan,4,331819,59155
3318192002,Kedungsari,4,331819,59155
3318192003,Margomulyo,4,331819,59155
3318192004,Pakis,4,331819,59155
3318192005,Sendangrejo,4,331819,59155
3318192006,Jepat Kidul,4,331819,59155
3318192007,Tunggulsari,4,331819,59155
3318192008,Jepat Lor,4,331819,59155
3318192009,Tendas,4,331819,59155
3318192010,Keboromo,4,331819,59155
3318192011,Sambiroto,4,331819,59155
3318192012,Tayu Wetan,4,331819,59155
3318192013,Tayu Kulon,4,331819,59155
3318192014,Pundenrejo,4,331819,59155
3318192015,Kedungbang,4,331819,59155
3318192016,Bendokaton Kidul,4,331819,59155
3318192017,Purwokerto,4,331819,59155
3318192018,Bulungan,4,331819,59155
3318192019,Luwang,4,331819,59155
3318192020,Dororejo,4,331819,59155
3318192021,Kalikalong,4,331819,59155
331820,Dukuhseti,3,3318,
3318202001,Wedusan,4,331820,59158
3318202002,Dumpil,4,331820,59158
3318202003,Ngagel,4,331820,59158
3318202004,Bakalan,4,331820,59158
3318202005,Kenanti,4,331820,59158
3318202006,Alasdowo,4,331820,59158
3318202007,Banyutowo,4,331820,59158
3318202008,Dukuhseti,4,331820,59158
3318202009,Grogolan,4,331820,59158
3318202010,Kembang,4,331820,59158
3318202011,Tegalombo,4,331820,59158
3318202012,Puncel,4,331820,59158
331821,Trangkil,3,3318,
3318212001,Kajar,4,331821,59153
3318212002,Trangkil,4,331821,59153
3318212003,Pasucen,4,331821,59153
3318212004,Tegalharjo,4,331821,59153
3318212005,Mojoagung,4,331821,59153
3318212006,Ketanen,4,331821,59153
3318212007,Karanglegi,4,331821,59153
3318212008,Karangwage,4,331821,59153
3318212009,Kadilangu,4,331821,59153
3318212010,Tlutup,4,331821,59153
3318212011,Krandan,4,331821,59153
3318212012,Kertomulyo,4,331821,59153
3318212013,Rejoagung,4,331821,59153
3318212014,Guyangan,4,331821,59153
3318212015,Sambilawang,4,331821,59153
3318212016,Asempapan,4,331821,59153
3319,Kab. Kudus,2,33,
331901,Kaliwungu,3,3319,
3319012001,Bakalankrapyak,4,331901,59332
3319012002,Prambatan Kidul,4,331901,59332
3319012003,Prambatan Lor,4,331901,59332
3319012004,Garung Kidul,4,331901,59332
3319012005,Setrokalangan,4,331901,59332
3319012006,Banget,4,331901,59332
3319012007,Blimbing Kidul,4,331901,59332
3319012008,Sidorekso,4,331901,59332
3319012009,Gamong,4,331901,59332
3319012010,Kedungdowo,4,331901,59332
3319012011,Garung Lor,4,331901,59332
3319012012,Karangampel,4,331901,59332
3319012013,Mijen,4,331901,59332
3319012014,Kaliwungu,4,331901,59332
3319012015,Papringan,4,331901,59332
331902,Kota Kudus,3,3319,
3319021001,Purwosari,4,331902,59316
3319021004,Sunggingan,4,331902,59317
3319021005,Panjunan,4,331902,59317
3319021006,Wergu Wetan,4,331902,59318
3319021007,Wergu Kulon,4,331902,59318
3319021008,Mlati Kidul,4,331902,59319
3319021009,Mlati Norowito,4,331902,59319
3319021017,Kerjasan,4,331902,59315
3319021018,Kajeksan,4,331902,59314
3319022002,Janggalan,4,331902,59316
3319022003,Demangan,4,331902,59317
3319022010,Mlati Lor,4,331902,59319
3319022011,Nganguk,4,331902,59311
3319022012,Kramat,4,331902,59312
3319022013,Demaan,4,331902,59313
3319022014,Langgardalem,4,331902,59315
3319022015,Kauman,4,331902,59315
3319022016,Damaran,4,331902,59316
3319022019,Krandon,4,331902,59314
3319022020,Singocandi,4,331902,59314
3319022021,Glantengan,4,331902,59313
3319022022,Kaliputu,4,331902,59312
3319022023,Barongan,4,331902,59312
3319022024,Burikan,4,331902,59311
3319022025,Rendeng,4,331902,59311
331903,Jati,3,3319,
3319032001,Jetiskapuan,4,331903,59349
3319032002,Tanjungkarang,4,331903,59349
3319032003,Jati Wetan,4,331903,59346
3319032004,Pasuruhan Kidul,4,331903,59349
3319032005,Pasuruhan Lor,4,331903,59349
3319032006,Ploso,4,331903,59348
3319032007,Jati Kulon,4,331903,59347
3319032008,Getaspejaten,4,331903,59343
3319032009,Loram Kulon,4,331903,59344
3319032010,Loram Wetan,4,331903,59344
3319032011,Jepangpakis,4,331903,59349
3319032012,Megawon,4,331903,59342
3319032013,Ngembal Kulon,4,331903,59341
3319032014,Tumpangkrasak,4,331903,59349
331904,Undaan,3,3319,
3319042001,Wonosoco,4,331904,59372
3319042002,Lambangan,4,331904,59372
3319042003,Kalirejo,4,331904,59372
3319042004,Medini,4,331904,59372
3319042005,Sambung,4,331904,59372
3319042006,Glagahwaru,4,331904,59372
3319042007,Kutuk,4,331904,59372
3319042008,Undaan Kidul,4,331904,59372
3319042009,Undaan Tengah,4,331904,59372
3319042010,Karangrowo,4,331904,59372
3319042011,Larikrejo,4,331904,59372
3319042012,Undaan Lor,4,331904,59372
3319042013,Wates,4,331904,59372
3319042014,Ngemplak,4,331904,59372
3319042015,Terangmas,4,331904,59372
3319042016,Berugenjang,4,331904,59372
331905,Mejobo,3,3319,
3319052001,Gulang,4,331905,59381
3319052002,Jepang,4,331905,59381
3319052003,Payaman,4,331905,59381
3319052004,Kirig,4,331905,59381
3319052005,Temulus,4,331905,59381
3319052006,Kesambi,4,331905,59381
3319052007,Jojo,4,331905,59381
3319052008,Hadiwarno,4,331905,59381
3319052009,Mejobo,4,331905,59381
3319052010,Golantepus,4,331905,59381
3319052011,Tenggeles,4,331905,59381
331906,Jekulo,3,3319,
3319062001,Sadang,4,331906,59382
3319062002,Bulungcangkring,4,331906,59382
3319062003,Bulung Kulon,4,331906,59382
3319062004,Sidomulyo,4,331906,59382
3319062005,Gondoharum,4,331906,59382
3319062006,Terban,4,331906,59382
3319062007,Pladen,4,331906,59382
3319062008,Klaling,4,331906,59382
3319062009,Jekulo,4,331906,59382
3319062010,Hadipolo,4,331906,59382
3319062011,Honggosoco,4,331906,59382
3319062012,Tanjungrejo,4,331906,59382
331907,Bae,3,3319,
3319072001,Dersalam,4,331907,59321
3319072002,Ngembalrejo,4,331907,59322
3319072003,Karangbener,4,331907,59323
3319072004,Gondangmanis,4,331907,59327
3319072005,Pedawang,4,331907,59324
3319072006,Bacin,4,331907,59325
3319072007,Panjang,4,331907,59326
3319072008,Peganjaran,4,331907,59327
3319072009,Purworejo,4,331907,59327
3319072010,Bae,4,331907,59327
331908,Gebog,3,3319,
